ENSG00000180008	ENST00000395472:ENST00000555846:ENST00000339298
ENSG00000151474	ENST00000342409
ENSG00000117408	ENST00000372343
ENSG00000117408	ENST00000372339
ENSG00000256162	ENST00000541421
ENSG00000235608	ENST00000422806
ENSG00000168631	ENST00000462446
ENSG00000168631	ENST00000304311
ENSG00000117400	ENST00000372470
ENSG00000117400	ENST00000413998
ENSG00000241123	ENST00000400372
ENSG00000255587	ENST00000229824
ENSG00000047188	ENST00000161863
ENSG00000047188	ENST00000514720
ENSG00000047188	ENST00000503857
ENSG00000047188	ENST00000515883
ENSG00000117407	ENST00000372359:ENST00000372354
ENSG00000117407	ENST00000438616
ENSG00000117407	ENST00000491846:ENST00000474592
ENSG00000117407	ENST00000477048:ENST00000471394
ENSG00000117407	ENST00000498139:ENST00000414809
ENSG00000117407	ENST00000479128:ENST00000472435
ENSG00000152256	ENST00000416991
ENSG00000152256	ENST00000443353:ENST00000439519
ENSG00000152256	ENST00000431718
ENSG00000152256	ENST00000544863
ENSG00000152256	ENST00000282077:ENST00000410055
ENSG00000152256	ENST00000392571
ENSG00000152256	ENST00000436490
ENSG00000152256	ENST00000543905
ENSG00000152254	ENST00000282075
ENSG00000152254	ENST00000429379
ENSG00000152254	ENST00000421979
ENSG00000152254	ENST00000375363
ENSG00000152253	ENST00000451987
ENSG00000152253	ENST00000282074
ENSG00000240065	ENST00000414474
ENSG00000240065	ENST00000395330
ENSG00000240065	ENST00000453265
ENSG00000240065	ENST00000374859
ENSG00000214435	ENST00000369880
ENSG00000214711	ENST00000403897
ENSG00000214711	ENST00000398824
ENSG00000214711	ENST00000444918
ENSG00000131737	ENST00000394001
ENSG00000253534	ENST00000390376
ENSG00000108010	ENST00000331244:ENST00000368644:ENST00000481034
ENSG00000006468	ENST00000430479:ENST00000405218
ENSG00000006468	ENST00000403685:ENST00000242066:ENST00000343495
ENSG00000006468	ENST00000399357
ENSG00000006468	ENST00000405358
ENSG00000006468	ENST00000405192
ENSG00000006468	ENST00000443608
ENSG00000006468	ENST00000438956
ENSG00000006468	ENST00000431887
ENSG00000006468	ENST00000443137
ENSG00000006468	ENST00000420159
ENSG00000006468	ENST00000403527
ENSG00000006468	ENST00000421381
ENSG00000006468	ENST00000433547
ENSG00000218819	ENST00000405799
ENSG00000213928	ENST00000396864
ENSG00000213928	ENST00000561342:ENST00000560852
ENSG00000213928	ENST00000559284
ENSG00000213928	ENST00000324076
ENSG00000213928	ENST00000560275
ENSG00000213928	ENST00000557894
ENSG00000156414	ENST00000339063
ENSG00000156414	ENST00000409874
ENSG00000156414	ENST00000557332
ENSG00000126460	ENST00000597121
ENSG00000126460	ENST00000246794
ENSG00000126460	ENST00000596877
ENSG00000164128	ENST00000511901
ENSG00000164128	ENST00000509586
ENSG00000164128	ENST00000504391
ENSG00000164128	ENST00000296533
ENSG00000164128	ENST00000504790
ENSG00000164128	ENST00000512819
ENSG00000164128	ENST00000515701
ENSG00000164129	ENST00000338566:ENST00000515560:ENST00000506953
ENSG00000132313	ENST00000605125
ENSG00000132313	ENST00000254644
ENSG00000132313	ENST00000337109
ENSG00000132313	ENST00000409180
ENSG00000164124	ENST00000511038
ENSG00000164124	ENST00000508243
ENSG00000164124	ENST00000514558
ENSG00000164124	ENST00000511532
ENSG00000164124	ENST00000503200
ENSG00000164124	ENST00000505049:ENST00000502698
ENSG00000164124	ENST00000509278
ENSG00000164124	ENST00000296529
ENSG00000164124	ENST00000505189:ENST00000512481
ENSG00000164124	ENST00000514971
ENSG00000164124	ENST00000504569
ENSG00000164125	ENST00000585682:ENST00000296530
ENSG00000164125	ENST00000593260
ENSG00000164125	ENST00000393807
ENSG00000164125	ENST00000592586
ENSG00000164125	ENST00000590648
ENSG00000164125	ENST00000587787
ENSG00000164125	ENST00000592057
ENSG00000146938	ENST00000381095:ENST00000275857:ENST00000381092:ENST00000538097
ENSG00000146938	ENST00000381093
ENSG00000198642	ENST00000537938
ENSG00000198642	ENST00000359039
ENSG00000198643	ENST00000498347
ENSG00000198643	ENST00000489857
ENSG00000198643	ENST00000358781
ENSG00000198643	ENST00000483787
ENSG00000198643	ENST00000482623
ENSG00000164122	ENST00000505299
ENSG00000164122	ENST00000512254
ENSG00000164122	ENST00000296525
ENSG00000164123	ENST00000434826
ENSG00000100884	ENST00000560828
ENSG00000100884	ENST00000560356
ENSG00000100884	ENST00000559778
ENSG00000100884	ENST00000558795
ENSG00000100884	ENST00000559197
ENSG00000100884	ENST00000558541
ENSG00000100884	ENST00000397016:ENST00000216775
ENSG00000100884	ENST00000537691
ENSG00000100884	ENST00000560761
ENSG00000100884	ENST00000558450
ENSG00000100884	ENST00000559207
ENSG00000100884	ENST00000557889
ENSG00000100884	ENST00000560884
ENSG00000100884	ENST00000558859
ENSG00000013016	ENST00000541626
ENSG00000013016	ENST00000322054
ENSG00000204531	ENST00000259915
ENSG00000204531	ENST00000441888:ENST00000512818:ENST00000513407:ENST00000471529
ENSG00000204531	ENST00000606567
ENSG00000088035	ENST00000371108
ENSG00000088035	ENST00000263440
ENSG00000088035	ENST00000603108
ENSG00000088035	ENST00000487136
ENSG00000100883	ENST00000546080
ENSG00000100883	ENST00000555746
ENSG00000100883	ENST00000556380
ENSG00000100883	ENST00000556994:ENST00000216774
ENSG00000100883	ENST00000554803
ENSG00000100883	ENST00000555557
ENSG00000234769	ENST00000483390
ENSG00000234769	ENST00000495251:ENST00000462860
ENSG00000234769	ENST00000326592
ENSG00000234769	ENST00000538848
ENSG00000171720	ENST00000523088
ENSG00000171720	ENST00000519474
ENSG00000171720	ENST00000305264
ENSG00000159763	ENST00000291009
ENSG00000155463	ENST00000358043
ENSG00000155463	ENST00000285848
ENSG00000155463	ENST00000604262
ENSG00000155463	ENST00000431881
ENSG00000155463	ENST00000442110
ENSG00000155463	ENST00000412791
ENSG00000159761	ENST00000602365
ENSG00000159761	ENST00000403458
ENSG00000159761	ENST00000445068
ENSG00000155465	ENST00000285850:ENST00000555702:ENST00000397532:ENST00000397529:ENST00000397528
ENSG00000155465	ENST00000556350
ENSG00000155465	ENST00000554741
ENSG00000155465	ENST00000555911
ENSG00000155465	ENST00000554758
ENSG00000155465	ENST00000555959
ENSG00000155465	ENST00000556287
ENSG00000155465	ENST00000555251
ENSG00000155465	ENST00000554517
ENSG00000155465	ENST00000488800
ENSG00000155465	ENST00000557129
ENSG00000155465	ENST00000557629
ENSG00000100888	ENST00000557364:ENST00000399982
ENSG00000100888	ENST00000430710
ENSG00000100888	ENST00000553870
ENSG00000100888	ENST00000553622
ENSG00000100888	ENST00000553283
ENSG00000100888	ENST00000555935
ENSG00000197375	ENST00000447841
ENSG00000197375	ENST00000435065
ENSG00000197375	ENST00000448810
ENSG00000197375	ENST00000245407
ENSG00000197375	ENST00000437841
ENSG00000197375	ENST00000415928
ENSG00000081277	ENST00000352845:ENST00000263946
ENSG00000081277	ENST00000367324
ENSG00000103066	ENST00000413021
ENSG00000103066	ENST00000444212
ENSG00000103066	ENST00000566978
ENSG00000103066	ENST00000219345
ENSG00000103066	ENST00000565744
ENSG00000103066	ENST00000566188
ENSG00000103066	ENST00000568082
ENSG00000103066	ENST00000564827
ENSG00000103067	ENST00000564382
ENSG00000103067	ENST00000473183
ENSG00000103067	ENST00000565858
ENSG00000103067	ENST00000562724
ENSG00000103067	ENST00000566774
ENSG00000103064	ENST00000564708
ENSG00000103064	ENST00000567346
ENSG00000103064	ENST00000566579
ENSG00000103064	ENST00000568088
ENSG00000103064	ENST00000219343:ENST00000566454
ENSG00000103064	ENST00000568024
ENSG00000103064	ENST00000566834
ENSG00000103064	ENST00000563080
ENSG00000103064	ENST00000379152
ENSG00000103064	ENST00000562727
ENSG00000103064	ENST00000563146
ENSG00000114098	ENST00000463485
ENSG00000114098	ENST00000470549
ENSG00000114098	ENST00000469044
ENSG00000114098	ENST00000464181
ENSG00000114098	ENST00000481646
ENSG00000114098	ENST00000538260
ENSG00000114098	ENST00000489213
ENSG00000114098	ENST00000461600
ENSG00000114098	ENST00000393058
ENSG00000114098	ENST00000466749
ENSG00000114098	ENST00000461822
ENSG00000114098	ENST00000470821
ENSG00000114098	ENST00000485396
ENSG00000114098	ENST00000471709
ENSG00000114098	ENST00000468560
ENSG00000114098	ENST00000469860
ENSG00000114098	ENST00000491704
ENSG00000114098	ENST00000358441:ENST00000471453
ENSG00000123473	ENST00000371877
ENSG00000123473	ENST00000436811
ENSG00000123473	ENST00000396221
ENSG00000123473	ENST00000360380:ENST00000337817:ENST00000243182
ENSG00000123473	ENST00000447475
ENSG00000123473	ENST00000413565
ENSG00000123472	ENST00000574428
ENSG00000123472	ENST00000534216
ENSG00000123472	ENST00000329231
ENSG00000123472	ENST00000371937
ENSG00000123472	ENST00000487193
ENSG00000123472	ENST00000529214
ENSG00000123472	ENST00000526821
ENSG00000123472	ENST00000542495
ENSG00000123472	ENST00000532925
ENSG00000123472	ENST00000492233
ENSG00000123472	ENST00000576409
ENSG00000151500	ENST00000392595:ENST00000341541:ENST00000392594
ENSG00000151500	ENST00000352327
ENSG00000103061	ENST00000568315
ENSG00000103061	ENST00000561590
ENSG00000103061	ENST00000263997
ENSG00000185630	ENST00000558837
ENSG00000185630	ENST00000420696
ENSG00000185630	ENST00000559578
ENSG00000185630	ENST00000482110
ENSG00000185630	ENST00000560641
ENSG00000185630	ENST00000340699
ENSG00000185630	ENST00000540236
ENSG00000185630	ENST00000485769
ENSG00000185630	ENST00000559560
ENSG00000185630	ENST00000540246
ENSG00000185630	ENST00000367897:ENST00000401534
ENSG00000185630	ENST00000559240
ENSG00000230000	ENST00000456890
ENSG00000176714	ENST00000324364
ENSG00000176714	ENST00000394775
ENSG00000176714	ENST00000522876
ENSG00000140682	ENST00000565454
ENSG00000140682	ENST00000567066
ENSG00000140682	ENST00000562566
ENSG00000140682	ENST00000564804
ENSG00000140682	ENST00000394863
ENSG00000140682	ENST00000394858:ENST00000567607:ENST00000361773
ENSG00000140682	ENST00000565360
ENSG00000140682	ENST00000563712
ENSG00000107036	ENST00000381532
ENSG00000107036	ENST00000545641
ENSG00000107036	ENST00000418622
ENSG00000107036	ENST00000490816
ENSG00000107036	ENST00000545243
ENSG00000107036	ENST00000251879
ENSG00000107036	ENST00000414202
ENSG00000107036	ENST00000449720
ENSG00000160951	ENST00000292513
ENSG00000125618	ENST00000497038
ENSG00000125618	ENST00000554830
ENSG00000125618	ENST00000468980
ENSG00000125618	ENST00000263335
ENSG00000125618	ENST00000465084
ENSG00000125618	ENST00000397647
ENSG00000125618	ENST00000348715:ENST00000263334
ENSG00000125618	ENST00000429538
ENSG00000160953	ENST00000588810:ENST00000591433:ENST00000587460
ENSG00000160953	ENST00000591337
ENSG00000160953	ENST00000592374
ENSG00000160953	ENST00000311401
ENSG00000160953	ENST00000591806:ENST00000344663
ENSG00000160953	ENST00000415183
ENSG00000160957	ENST00000428558
ENSG00000160957	ENST00000532846
ENSG00000160957	ENST00000524998
ENSG00000160957	ENST00000301323
ENSG00000160957	ENST00000534538
ENSG00000160957	ENST00000534626
ENSG00000100084	ENST00000541063
ENSG00000100084	ENST00000546308
ENSG00000100084	ENST00000452818
ENSG00000100084	ENST00000263208
ENSG00000100084	ENST00000340170
ENSG00000125611	ENST00000324913
ENSG00000125611	ENST00000409719
ENSG00000125611	ENST00000454841
ENSG00000174970	ENST00000312345
ENSG00000170412	ENST00000481232
ENSG00000170412	ENST00000582444
ENSG00000170412	ENST00000392629
ENSG00000170412	ENST00000392627
ENSG00000170412	ENST00000392628
ENSG00000170412	ENST00000581590
ENSG00000170412	ENST00000582473
ENSG00000170412	ENST00000342648
ENSG00000116350	ENST00000605204
ENSG00000116350	ENST00000373795
ENSG00000116350	ENST00000546138
ENSG00000170417	ENST00000409528
ENSG00000170417	ENST00000409173
ENSG00000170417	ENST00000412401
ENSG00000170417	ENST00000454536
ENSG00000198429	ENST00000445911
ENSG00000198429	ENST00000340180
ENSG00000198429	ENST00000429654
ENSG00000178623	ENST00000438013
ENSG00000178623	ENST00000319838:ENST00000403859:ENST00000407714:ENST00000430267
ENSG00000254986	ENST00000531314
ENSG00000254986	ENST00000531863
ENSG00000254986	ENST00000530165
ENSG00000254986	ENST00000533725
ENSG00000254986	ENST00000531354
ENSG00000254986	ENST00000541961:ENST00000360510:ENST00000453114
ENSG00000254986	ENST00000532677
ENSG00000254986	ENST00000532019
ENSG00000254986	ENST00000526515
ENSG00000015676	ENST00000355451
ENSG00000134460	ENST00000379959
ENSG00000134460	ENST00000447847
ENSG00000134460	ENST00000256876
ENSG00000134460	ENST00000379954
ENSG00000134461	ENST00000191063
ENSG00000134461	ENST00000380094:ENST00000380092
ENSG00000198420	ENST00000460532
ENSG00000198420	ENST00000491908
ENSG00000198420	ENST00000355951
ENSG00000198420	ENST00000485416
ENSG00000198420	ENST00000478172
ENSG00000198420	ENST00000479870
ENSG00000134463	ENST00000420401
ENSG00000134463	ENST00000422887
ENSG00000134463	ENST00000379215
ENSG00000260836	ENST00000562833
ENSG00000124693	ENST00000244661
ENSG00000124875	ENST00000515050
ENSG00000124875	ENST00000226317
ENSG00000171097	ENST00000451800
ENSG00000171097	ENST00000436267
ENSG00000171097	ENST00000320665
ENSG00000171097	ENST00000427720
ENSG00000171097	ENST00000416084
ENSG00000171097	ENST00000302586
ENSG00000171094	ENST00000389048
ENSG00000171094	ENST00000453137
ENSG00000171094	ENST00000431873
ENSG00000111961	ENST00000367467
ENSG00000111961	ENST00000367469
ENSG00000111962	ENST00000367463
ENSG00000260259	ENST00000567544
ENSG00000167483	ENST00000300971
ENSG00000167483	ENST00000595684
ENSG00000167483	ENST00000601861
ENSG00000167483	ENST00000599164
ENSG00000167483	ENST00000332386
ENSG00000167483	ENST00000600519
ENSG00000167483	ENST00000335393
ENSG00000167483	ENST00000449408
ENSG00000167483	ENST00000600871
ENSG00000167483	ENST00000599124
ENSG00000167483	ENST00000352727
ENSG00000123612	ENST00000335450
ENSG00000123612	ENST00000348328
ENSG00000123612	ENST00000409680
ENSG00000123612	ENST00000243349
ENSG00000016082	ENST00000230658
ENSG00000016082	ENST00000511384
ENSG00000012504	ENST00000549996
ENSG00000012504	ENST00000546380
ENSG00000012504	ENST00000548884
ENSG00000012504	ENST00000321046
ENSG00000012504	ENST00000548621
ENSG00000012504	ENST00000392986
ENSG00000012504	ENST00000551184
ENSG00000012504	ENST00000188403
ENSG00000012504	ENST00000551379
ENSG00000160049	ENST00000377036
ENSG00000160049	ENST00000476658
ENSG00000160049	ENST00000377038
ENSG00000169575	ENST00000302273
ENSG00000169575	ENST00000403807
ENSG00000078124	ENST00000525194:ENST00000531352
ENSG00000078124	ENST00000525861
ENSG00000078124	ENST00000278544
ENSG00000078124	ENST00000526597
ENSG00000078124	ENST00000530334
ENSG00000078124	ENST00000533873
ENSG00000078124	ENST00000544113
ENSG00000078124	ENST00000532485
ENSG00000078124	ENST00000531461
ENSG00000078124	ENST00000538157
ENSG00000078124	ENST00000534206
ENSG00000169570	ENST00000510708
ENSG00000169570	ENST00000304058
ENSG00000169570	ENST00000506980
ENSG00000169570	ENST00000515439
ENSG00000083720	ENST00000196371
ENSG00000083720	ENST00000509987
ENSG00000083720	ENST00000512084:ENST00000510634
ENSG00000258466	ENST00000557564
ENSG00000258466	ENST00000553306
ENSG00000236027	ENST00000445202
ENSG00000163114	ENST00000295266
ENSG00000136826	ENST00000374672
ENSG00000136826	ENST00000411706
ENSG00000136826	ENST00000420475
ENSG00000151948	ENST00000542193
ENSG00000151948	ENST00000413816
ENSG00000151948	ENST00000539044
ENSG00000151948	ENST00000441390
ENSG00000151948	ENST00000281703
ENSG00000151948	ENST00000442111
ENSG00000151948	ENST00000537468
ENSG00000168530	ENST00000352451
ENSG00000168530	ENST00000341685
ENSG00000181652	ENST00000377974
ENSG00000181652	ENST00000605938
ENSG00000181652	ENST00000444312
ENSG00000181652	ENST00000605952
ENSG00000136828	ENST00000373436
ENSG00000136828	ENST00000373434
ENSG00000136828	ENST00000319107
ENSG00000136828	ENST00000438723
ENSG00000136828	ENST00000394022
ENSG00000136828	ENST00000259351
ENSG00000136828	ENST00000394011
ENSG00000136828	ENST00000424082
ENSG00000225950	ENST00000599795
ENSG00000225950	ENST00000593537:ENST00000301411
ENSG00000225950	ENST00000595857
ENSG00000225950	ENST00000451356
ENSG00000254827	ENST00000533594
ENSG00000254827	ENST00000526203:ENST00000455942
ENSG00000251357	ENST00000433835
ENSG00000072401	ENST00000373910
ENSG00000134684	ENST00000373477
ENSG00000163116	ENST00000522676
ENSG00000163116	ENST00000295268
ENSG00000134686	ENST00000431992
ENSG00000134686	ENST00000373416
ENSG00000134686	ENST00000373418
ENSG00000134686	ENST00000373422
ENSG00000134686	ENST00000257118
ENSG00000134686	ENST00000419414
ENSG00000205765	ENST00000381647
ENSG00000168772	ENST00000426831
ENSG00000168772	ENST00000394767
ENSG00000125648	ENST00000593600
ENSG00000125648	ENST00000334510
ENSG00000125648	ENST00000301454
ENSG00000125648	ENST00000598908
ENSG00000125648	ENST00000595810
ENSG00000125648	ENST00000601322
ENSG00000125648	ENST00000598704
ENSG00000125648	ENST00000264088
ENSG00000125648	ENST00000600682
ENSG00000125648	ENST00000414491
ENSG00000125648	ENST00000597307
ENSG00000175595	ENST00000575156
ENSG00000175595	ENST00000462862
ENSG00000175595	ENST00000311895
ENSG00000175595	ENST00000574194
ENSG00000168779	ENST00000483851
ENSG00000168779	ENST00000389589
ENSG00000168779	ENST00000490689:ENST00000441443
ENSG00000168779	ENST00000425436
ENSG00000175592	ENST00000312562
ENSG00000175592	ENST00000532401
ENSG00000175592	ENST00000448083
ENSG00000175592	ENST00000531493
ENSG00000175592	ENST00000534222
ENSG00000197991	ENST00000409204:ENST00000409186
ENSG00000099139	ENST00000376767
ENSG00000099139	ENST00000545128
ENSG00000099139	ENST00000455778
ENSG00000099139	ENST00000376752
ENSG00000099139	ENST00000424854
ENSG00000038945	ENST00000381998
ENSG00000038945	ENST00000262101
ENSG00000038945	ENST00000519060
ENSG00000038945	ENST00000355282:ENST00000350896
ENSG00000038945	ENST00000445506
ENSG00000038945	ENST00000518026
ENSG00000038945	ENST00000518960
ENSG00000038945	ENST00000522672
ENSG00000038945	ENST00000536385
ENSG00000100225	ENST00000382058
ENSG00000100225	ENST00000266087
ENSG00000100225	ENST00000397426
ENSG00000100225	ENST00000425028
ENSG00000100225	ENST00000420700
ENSG00000100225	ENST00000452138
ENSG00000100225	ENST00000444207
ENSG00000111325	ENST00000537966
ENSG00000111325	ENST00000540324
ENSG00000111325	ENST00000545056:ENST00000536439
ENSG00000111325	ENST00000228922
ENSG00000111325	ENST00000397389
ENSG00000111325	ENST00000538755:ENST00000536150:ENST00000545612:ENST00000538628:ENST00000545317:ENST00000454694
ENSG00000255582	ENST00000542433
ENSG00000262039	ENST00000576461
ENSG00000105605	ENST00000391767:ENST00000222212
ENSG00000105605	ENST00000391766
ENSG00000167723	ENST00000571139:ENST00000573539
ENSG00000167723	ENST00000572519
ENSG00000167723	ENST00000576742
ENSG00000167723	ENST00000301365
ENSG00000167723	ENST00000577016
ENSG00000167723	ENST00000381913
ENSG00000094914	ENST00000394384
ENSG00000094914	ENST00000550286
ENSG00000094914	ENST00000547757
ENSG00000094914	ENST00000209873
ENSG00000094914	ENST00000548931
ENSG00000196844	ENST00000436890
ENSG00000196844	ENST00000358524
ENSG00000094916	ENST00000209875:ENST00000439541:ENST00000550411
ENSG00000094916	ENST00000552562
ENSG00000108702	ENST00000225842
ENSG00000108700	ENST00000394620
ENSG00000205683	ENST00000381216:ENST00000541685
ENSG00000205683	ENST00000366353
ENSG00000205683	ENST00000556509
ENSG00000205683	ENST00000546183
ENSG00000108878	ENST00000226021
ENSG00000137133	ENST00000259667
ENSG00000129965	ENST00000356578:ENST00000397270
ENSG00000059573	ENST00000371224
ENSG00000059573	ENST00000371221
ENSG00000135374	ENST00000257832
ENSG00000135374	ENST00000429939
ENSG00000135374	ENST00000532417
ENSG00000135374	ENST00000312319
ENSG00000143889	ENST00000358367
ENSG00000143889	ENST00000608859
ENSG00000143889	ENST00000449105
ENSG00000143889	ENST00000272249
ENSG00000143889	ENST00000409328
ENSG00000143889	ENST00000441689
ENSG00000143889	ENST00000425682
ENSG00000143889	ENST00000410076
ENSG00000143889	ENST00000378915
ENSG00000143889	ENST00000409636
ENSG00000177990	ENST00000439061
ENSG00000177990	ENST00000324472
ENSG00000177990	ENST00000541083
ENSG00000177990	ENST00000413230
ENSG00000177990	ENST00000538147
ENSG00000177990	ENST00000542209
ENSG00000177990	ENST00000306389
ENSG00000134453	ENST00000432931
ENSG00000134453	ENST00000447032
ENSG00000134453	ENST00000418631
ENSG00000134453	ENST00000437845
ENSG00000134453	ENST00000379888:ENST00000446108
ENSG00000177992	ENST00000325643
ENSG00000160703	ENST00000525863:ENST00000409265
ENSG00000160703	ENST00000409991:ENST00000292199:ENST00000409109
ENSG00000160703	ENST00000449394
ENSG00000160703	ENST00000454811
ENSG00000160703	ENST00000422249
ENSG00000272410	ENST00000437082
ENSG00000272410	ENST00000450534
ENSG00000143882	ENST00000272238
ENSG00000143882	ENST00000381661
ENSG00000129968	ENST00000591351
ENSG00000129968	ENST00000590661
ENSG00000129968	ENST00000250974
ENSG00000129968	ENST00000292577
ENSG00000129968	ENST00000592757
ENSG00000116898	ENST00000373116
ENSG00000089682	ENST00000372487
ENSG00000089682	ENST00000495517:ENST00000203616
ENSG00000089682	ENST00000372479
ENSG00000089682	ENST00000434854
ENSG00000105939	ENST00000464606
ENSG00000105939	ENST00000460845
ENSG00000105939	ENST00000242351
ENSG00000105939	ENST00000471652
ENSG00000120820	ENST00000547583
ENSG00000120820	ENST00000546851
ENSG00000120820	ENST00000360814:ENST00000546436:ENST00000548660
ENSG00000138663	ENST00000507376
ENSG00000138663	ENST00000264389
ENSG00000138663	ENST00000511653
ENSG00000138663	ENST00000509093
ENSG00000138663	ENST00000509317
ENSG00000138663	ENST00000503682
ENSG00000147416	ENST00000521442
ENSG00000147416	ENST00000520830
ENSG00000147416	ENST00000519667
ENSG00000147416	ENST00000523478
ENSG00000147416	ENST00000276390
ENSG00000042832	ENST00000522797
ENSG00000042832	ENST00000518108
ENSG00000042832	ENST00000518505
ENSG00000042832	ENST00000519178
ENSG00000042832	ENST00000518058
ENSG00000042832	ENST00000377869
ENSG00000042832	ENST00000220616
ENSG00000042832	ENST00000519543
ENSG00000042832	ENST00000523901
ENSG00000042832	ENST00000523756
ENSG00000042832	ENST00000542445
ENSG00000042832	ENST00000521107
ENSG00000135334	ENST00000257787
ENSG00000135333	ENST00000369297
ENSG00000135333	ENST00000369303
ENSG00000272414	ENST00000514140
ENSG00000272414	ENST00000514365:ENST00000509377
ENSG00000272414	ENST00000515604
ENSG00000057935	ENST00000433553
ENSG00000057935	ENST00000405592:ENST00000406652
ENSG00000057935	ENST00000409019
ENSG00000057935	ENST00000430763
ENSG00000057935	ENST00000407270
ENSG00000057935	ENST00000405094
ENSG00000057935	ENST00000454356
ENSG00000057935	ENST00000406911
ENSG00000131650	ENST00000572045
ENSG00000131650	ENST00000575769
ENSG00000131650	ENST00000319500
ENSG00000131650	ENST00000303746
ENSG00000131650	ENST00000575885
ENSG00000131650	ENST00000571007
ENSG00000135480	ENST00000331817
ENSG00000131652	ENST00000326266
ENSG00000131652	ENST00000253952
ENSG00000131652	ENST00000574549:ENST00000575576
ENSG00000135482	ENST00000551880
ENSG00000135482	ENST00000257940
ENSG00000135482	ENST00000552345
ENSG00000135482	ENST00000546903
ENSG00000142684	ENST00000270812
ENSG00000142684	ENST00000374266
ENSG00000147419	ENST00000517979
ENSG00000147419	ENST00000356537
ENSG00000147419	ENST00000524084
ENSG00000147419	ENST00000520486:ENST00000520202
ENSG00000147419	ENST00000523841:ENST00000519509
ENSG00000147419	ENST00000522915:ENST00000539095
ENSG00000135486	ENST00000550482
ENSG00000135486	ENST00000551702
ENSG00000135486	ENST00000546500:ENST00000547566
ENSG00000135486	ENST00000550994
ENSG00000135486	ENST00000548688
ENSG00000135486	ENST00000547708
ENSG00000135486	ENST00000547276
ENSG00000135486	ENST00000340913
ENSG00000135486	ENST00000330752
ENSG00000132874	ENST00000323329
ENSG00000132874	ENST00000589658
ENSG00000132874	ENST00000586448:ENST00000255226
ENSG00000052344	ENST00000567797
ENSG00000052344	ENST00000317508
ENSG00000052344	ENST00000567531
ENSG00000052344	ENST00000568261
ENSG00000009413	ENST00000368802:ENST00000368805:ENST00000358835
ENSG00000009413	ENST00000435970
ENSG00000009413	ENST00000413831
ENSG00000009413	ENST00000434009:ENST00000422377
ENSG00000175619	ENST00000309562
ENSG00000136352	ENST00000546983
ENSG00000136352	ENST00000354822
ENSG00000136352	ENST00000498187:ENST00000518149:ENST00000522719
ENSG00000132872	ENST00000255224
ENSG00000132872	ENST00000590752
ENSG00000132872	ENST00000593720
ENSG00000132872	ENST00000596867
ENSG00000149451	ENST00000350009
ENSG00000149451	ENST00000379861
ENSG00000149451	ENST00000356518
ENSG00000015285	ENST00000450772
ENSG00000015285	ENST00000376701
ENSG00000221944	ENST00000408957
ENSG00000221946	ENST00000586063
ENSG00000221946	ENST00000270310
ENSG00000221946	ENST00000588265
ENSG00000221947	ENST00000408926:ENST00000520030
ENSG00000221947	ENST00000519350
ENSG00000221947	ENST00000520092
ENSG00000177663	ENST00000319363
ENSG00000071189	ENST00000428135
ENSG00000071189	ENST00000444712
ENSG00000071189	ENST00000409389
ENSG00000071189	ENST00000409604
ENSG00000071189	ENST00000409076
ENSG00000177192	ENST00000322060
ENSG00000177192	ENST00000376649
ENSG00000177192	ENST00000544213
ENSG00000177192	ENST00000443358:ENST00000440818
ENSG00000177192	ENST00000537484
ENSG00000177192	ENST00000456665
ENSG00000177192	ENST00000538037
ENSG00000177192	ENST00000535067
ENSG00000177192	ENST00000542167
ENSG00000177666	ENST00000336615
ENSG00000160113	ENST00000291442
ENSG00000160113	ENST00000596878
ENSG00000145309	ENST00000273936
ENSG00000167641	ENST00000301242
ENSG00000167641	ENST00000591585
ENSG00000167641	ENST00000347262
ENSG00000167641	ENST00000587515
ENSG00000167641	ENST00000591291
ENSG00000177669	ENST00000320542
ENSG00000130035	ENST00000252318
ENSG00000130035	ENST00000535354
ENSG00000130035	ENST00000542998
ENSG00000240671	ENST00000495489
ENSG00000139687	ENST00000467505
ENSG00000139687	ENST00000267163
ENSG00000015171	ENST00000381607
ENSG00000015171	ENST00000397955
ENSG00000015171	ENST00000545619
ENSG00000015171	ENST00000558098
ENSG00000015171	ENST00000602682:ENST00000397959
ENSG00000015171	ENST00000403354
ENSG00000015171	ENST00000381591:ENST00000397962
ENSG00000015171	ENST00000381584
ENSG00000015171	ENST00000381602
ENSG00000015171	ENST00000309776:ENST00000381604
ENSG00000015171	ENST00000535374
ENSG00000015171	ENST00000439456
ENSG00000015171	ENST00000509513
ENSG00000015171	ENST00000402736
ENSG00000139684	ENST00000378720
ENSG00000139684	ENST00000378697
ENSG00000139684	ENST00000412582
ENSG00000139684	ENST00000471867
ENSG00000158062	ENST00000535108
ENSG00000158062	ENST00000450041
ENSG00000158062	ENST00000357089:ENST00000374217
ENSG00000158062	ENST00000374223
ENSG00000158062	ENST00000374215
ENSG00000158062	ENST00000436301
ENSG00000158062	ENST00000452980
ENSG00000158062	ENST00000374221:ENST00000374222
ENSG00000158062	ENST00000421827
ENSG00000158062	ENST00000442942
ENSG00000158062	ENST00000314675
ENSG00000158062	ENST00000423664
ENSG00000105810	ENST00000265734:ENST00000424848
ENSG00000263264	ENST00000576789
ENSG00000228570	ENST00000429984
ENSG00000228570	ENST00000602967
ENSG00000179091	ENST00000318911
ENSG00000187714	ENST00000374115
ENSG00000172016	ENST00000409839:ENST00000305165:ENST00000393878
